Second,PackVolt,Current
2025-04-30 09:27:02,5288.0,0.0
2025-04-30 09:27:03,5289.4,0.0
2025-04-30 09:27:04,5290.0,0.0
2025-04-30 09:27:05,5290.6,0.0
2025-04-30 09:27:06,5280.8,-73.6
2025-04-30 09:27:07,5264.4,-204.2
2025-04-30 09:27:08,5258.2,-253.2
2025-04-30 09:27:09,5250.2,-291.6
2025-04-30 09:27:10,5247.6,-310.0
2025-04-30 09:27:11,5246.8,-311.0
2025-04-30 09:27:12,5244.0,-327.0
2025-04-30 09:27:13,5232.6,-405.4
2025-04-30 09:27:14,5230.2,-396.8
2025-04-30 09:27:15,5239.4,-346.6
2025-04-30 09:27:16,5238.2,-352.2
2025-04-30 09:27:17,5231.0,-401.6
2025-04-30 09:27:18,5230.6,-402.0
2025-04-30 09:27:19,5227.8,-417.8
2025-04-30 09:27:20,5219.0,-481.6
2025-04-30 09:27:21,5227.2,-417.4
2025-04-30 09:27:22,5223.6,-438.6
2025-04-30 09:27:23,5224.8,-402.8
2025-04-30 09:27:24,5232.6,-358.6
2025-04-30 09:27:25,5235.8,-337.8
2025-04-30 09:27:26,5233.0,-360.2
2025-04-30 09:27:27,5230.0,-379.0
2025-04-30 09:27:28,5222.4,-434.0
2025-04-30 09:27:29,5228.0,-390.0
2025-04-30 09:27:30,5225.2,-413.4
2025-04-30 09:27:31,5222.2,-435.0
2025-04-30 09:27:32,5231.0,-337.6
2025-04-30 09:27:33,5215.2,-476.2
2025-04-30 09:27:34,5213.2,-478.6
2025-04-30 09:27:35,5219.0,-433.6
2025-04-30 09:27:36,5214.8,-465.0
2025-04-30 09:27:37,5213.6,-470.6
2025-04-30 09:27:38,5210.8,-497.6
2025-04-30 09:27:39,5214.4,-431.0
2025-04-30 09:27:40,5230.0,-333.2
2025-04-30 09:27:41,5224.6,-400.8
2025-04-30 09:27:42,5221.2,-401.0
2025-04-30 09:27:43,5226.2,-365.2
2025-04-30 09:27:44,5229.0,-342.0
2025-04-30 09:27:45,5228.0,-351.0
2025-04-30 09:27:46,5227.6,-351.0
2025-04-30 09:27:47,5229.0,-341.0
2025-04-30 09:27:48,5223.4,-414.2
2025-04-30 09:27:49,5214.2,-450.2
2025-04-30 09:27:50,5218.4,-412.0
2025-04-30 09:27:51,5228.2,-336.8
2025-04-30 09:27:52,5221.8,-390.0
2025-04-30 09:27:53,5221.6,-385.0
2025-04-30 09:27:54,5232.2,-299.4
2025-04-30 09:27:55,5233.2,-318.2
2025-04-30 09:27:56,5229.2,-331.4
2025-04-30 09:27:57,5230.8,-320.6
2025-04-30 09:27:58,5230.6,-318.2
2025-04-30 09:27:59,5228.2,-336.6
2025-04-30 09:28:00,5225.0,-362.0
2025-04-30 09:28:01,5229.0,-326.8
2025-04-30 09:28:02,5228.8,-341.2
2025-04-30 09:28:03,5222.2,-384.2
2025-04-30 09:28:04,5221.6,-351.6
2025-04-30 09:28:05,5229.8,-317.4
2025-04-30 09:28:06,5229.4,-318.0
2025-04-30 09:28:07,5223.0,-367.2
2025-04-30 09:28:08,5224.4,-349.4
2025-04-30 09:28:09,5228.6,-320.8
2025-04-30 09:28:10,5228.0,-327.0
2025-04-30 09:28:11,5230.2,-314.2
2025-04-30 09:28:12,5227.6,-330.2
2025-04-30 09:28:13,5228.6,-318.0
2025-04-30 09:28:14,5232.2,-293.8
2025-04-30 09:28:15,5232.6,-295.0
2025-04-30 09:28:16,5227.0,-331.0
2025-04-30 09:28:17,5230.6,-303.0
2025-04-30 09:28:18,5227.0,-327.6
2025-04-30 09:28:19,5227.6,-321.6
2025-04-30 09:28:20,5227.8,-333.0
2025-04-30 09:28:21,5229.8,-308.6
2025-04-30 09:28:22,5220.4,-378.4
2025-04-30 09:28:23,5220.0,-380.0
2025-04-30 09:28:24,5226.4,-329.6
2025-04-30 09:28:25,5226.8,-327.8
2025-04-30 09:28:26,5232.6,-247.2
2025-04-30 09:28:27,5226.8,-325.0
2025-04-30 09:28:28,5225.8,-331.4
2025-04-30 09:28:29,5221.2,-373.8
2025-04-30 09:28:30,5254.0,-115.6
2025-04-30 09:28:31,5241.2,-224.0
2025-04-30 09:28:32,5217.6,-398.0
2025-04-30 09:28:33,5223.2,-349.0
2025-04-30 09:28:34,5219.2,-375.6
2025-04-30 09:28:35,5218.2,-371.0
2025-04-30 09:28:36,5223.6,-333.4
2025-04-30 09:28:37,5226.0,-324.0
2025-04-30 09:28:38,5242.0,-181.4
2025-04-30 09:28:39,5230.4,-294.0
2025-04-30 09:28:40,5229.6,-293.8
2025-04-30 09:28:41,5233.8,-267.0
2025-04-30 09:28:42,5235.4,-248.0
2025-04-30 09:28:43,5231.6,-282.4
2025-04-30 09:28:44,5228.0,-307.0
2025-04-30 09:28:45,5225.4,-329.0
2025-04-30 09:28:46,5224.0,-337.2
2025-04-30 09:28:47,5223.6,-338.0
2025-04-30 09:28:48,5223.8,-333.2
2025-04-30 09:28:49,5224.0,-332.0
2025-04-30 09:28:50,5224.4,-327.2
2025-04-30 09:28:51,5224.6,-323.2
2025-04-30 09:28:52,5226.6,-303.0
2025-04-30 09:28:53,5231.6,-273.2
2025-04-30 09:28:54,5228.4,-300.2
2025-04-30 09:28:55,5228.2,-292.4
2025-04-30 09:28:56,5229.2,-290.4
2025-04-30 09:28:57,5227.4,-303.6
2025-04-30 09:28:58,5224.4,-321.0
2025-04-30 09:28:59,5214.6,-394.0
2025-04-30 09:29:00,5225.0,-317.2
2025-04-30 09:29:01,5225.8,-306.8
2025-04-30 09:29:02,5226.6,-301.0
2025-04-30 09:29:03,5221.4,-340.2
2025-04-30 09:29:04,5225.0,-314.6
2025-04-30 09:29:05,5225.0,-314.0
2025-04-30 09:29:06,5226.2,-302.6
2025-04-30 09:29:07,5224.0,-320.0
2025-04-30 09:29:08,5227.2,-288.8
2025-04-30 09:29:09,5233.4,-239.6
2025-04-30 09:29:10,5236.0,-234.0
2025-04-30 09:29:11,5233.8,-253.8
2025-04-30 09:29:12,5231.0,-273.0
2025-04-30 09:29:13,5228.6,-286.0
2025-04-30 09:29:14,5225.6,-305.2
2025-04-30 09:29:15,5226.8,-297.4
2025-04-30 09:29:16,5226.2,-306.2
2025-04-30 09:29:17,5225.2,-305.6
2025-04-30 09:29:18,5227.2,-291.2
2025-04-30 09:29:19,5222.6,-330.4
2025-04-30 09:29:20,5226.8,-293.8
2025-04-30 09:29:21,5223.2,-320.2
2025-04-30 09:29:22,5222.4,-326.6
2025-04-30 09:29:23,5222.6,-323.0
2025-04-30 09:29:24,5222.8,-316.4
2025-04-30 09:29:25,5227.2,-277.6
2025-04-30 09:29:26,5229.2,-267.8
2025-04-30 09:29:27,5223.4,-313.8
2025-04-30 09:29:28,5225.8,-292.2
2025-04-30 09:29:29,5221.2,-333.0
2025-04-30 09:29:30,5222.6,-317.4
2025-04-30 09:29:31,5223.0,-313.8
2025-04-30 09:29:32,5220.0,-336.0
2025-04-30 09:29:33,5221.2,-324.0
2025-04-30 09:29:34,5223.8,-299.0
2025-04-30 09:29:35,5213.4,-385.2
2025-04-30 09:29:36,5215.6,-359.8
2025-04-30 09:29:37,5222.6,-306.8
2025-04-30 09:29:38,5221.6,-316.2
2025-04-30 09:29:39,5220.6,-322.0
2025-04-30 09:29:40,5224.2,-296.0
2025-04-30 09:29:41,5229.0,-259.0
2025-04-30 09:29:42,5224.2,-294.6
2025-04-30 09:29:43,5219.6,-330.8
2025-04-30 09:29:44,5215.6,-357.2
2025-04-30 09:29:45,5211.0,-387.8
2025-04-30 09:29:46,5211.0,-387.6
2025-04-30 09:29:47,5216.0,-348.0
2025-04-30 09:29:48,5222.8,-307.8
2025-04-30 09:29:49,5216.8,-343.0
2025-04-30 09:29:50,5216.4,-352.6
2025-04-30 09:29:51,5212.4,-370.0
2025-04-30 09:29:52,5212.0,-373.6
2025-04-30 09:29:53,5211.2,-375.6
2025-04-30 09:29:54,5211.0,-374.0
2025-04-30 09:29:55,5211.4,-370.4
2025-04-30 09:29:56,5213.2,-356.0
2025-04-30 09:29:57,5217.4,-327.8
2025-04-30 09:29:58,5216.2,-333.0
2025-04-30 09:29:59,5219.0,-310.8
2025-04-30 09:30:00,5215.2,-345.6
2025-04-30 09:30:01,5211.2,-368.2
2025-04-30 09:30:02,5212.6,-354.6
2025-04-30 09:30:03,5211.0,-368.0
2025-04-30 09:30:04,5216.0,-335.2
2025-04-30 09:30:05,5210.6,-367.6
2025-04-30 09:30:06,5214.2,-336.4
2025-04-30 09:30:07,5211.8,-358.0
2025-04-30 09:30:08,5208.8,-376.2
2025-04-30 09:30:09,5207.0,-389.0
2025-04-30 09:30:10,5208.0,-378.0
2025-04-30 09:30:11,5210.4,-360.4
2025-04-30 09:30:12,5211.0,-356.0
2025-04-30 09:30:13,5211.6,-372.6
2025-04-30 09:30:14,5197.4,-449.4
2025-04-30 09:30:15,5210.2,-322.2
2025-04-30 09:30:16,5202.0,-432.2
2025-04-30 09:30:17,5200.8,-420.4
2025-04-30 09:30:18,5205.6,-382.8
2025-04-30 09:30:19,5210.0,-351.6
2025-04-30 09:30:20,5205.0,-384.6
2025-04-30 09:30:21,5207.2,-358.8
2025-04-30 09:30:22,5212.4,-329.0
2025-04-30 09:30:23,5214.4,-316.4
2025-04-30 09:30:24,5213.4,-329.0
2025-04-30 09:30:25,5213.8,-321.8
2025-04-30 09:30:26,5211.6,-338.6
2025-04-30 09:30:27,5207.4,-371.6
2025-04-30 09:30:28,5207.0,-369.2
2025-04-30 09:30:29,5210.6,-337.6
2025-04-30 09:30:30,5212.2,-327.6
2025-04-30 09:30:31,5212.0,-327.8
2025-04-30 09:30:32,5212.4,-332.8
2025-04-30 09:30:33,5211.0,-338.0
2025-04-30 09:30:34,5210.8,-338.8
2025-04-30 09:30:35,5210.0,-339.0
2025-04-30 09:30:36,5208.4,-351.4
2025-04-30 09:30:37,5207.8,-356.8
2025-04-30 09:30:38,5214.4,-313.0
2025-04-30 09:30:39,5210.2,-339.4
2025-04-30 09:30:40,5210.8,-321.4
2025-04-30 09:30:41,5216.2,-303.4
2025-04-30 09:30:42,5208.0,-355.8
2025-04-30 09:30:43,5200.8,-408.4
2025-04-30 09:30:44,5196.0,-440.6
2025-04-30 09:30:45,5197.8,-421.2
2025-04-30 09:30:46,5204.8,-369.8
2025-04-30 09:30:47,5200.4,-397.6
2025-04-30 09:30:48,5198.2,-416.2
2025-04-30 09:30:49,5196.6,-421.6
2025-04-30 09:30:50,5199.8,-395.2
2025-04-30 09:30:51,5201.4,-385.8
2025-04-30 09:30:52,5200.2,-395.2
2025-04-30 09:30:53,5205.0,-353.0
2025-04-30 09:30:54,5204.0,-361.0
2025-04-30 09:30:55,5204.8,-360.2
2025-04-30 09:30:56,5205.0,-354.6
2025-04-30 09:30:57,5205.6,-352.6
2025-04-30 09:30:58,5203.8,-364.4
2025-04-30 09:30:59,5203.8,-353.4
2025-04-30 09:31:00,5207.4,-333.0
2025-04-30 09:31:01,5207.4,-332.4
2025-04-30 09:31:02,5208.0,-330.0
2025-04-30 09:31:03,5207.0,-335.8
2025-04-30 09:31:04,5206.8,-338.6
2025-04-30 09:31:05,5205.4,-349.8
2025-04-30 09:31:06,5203.2,-360.2
2025-04-30 09:31:07,5206.4,-334.6
2025-04-30 09:31:08,5203.0,-364.2
2025-04-30 09:31:09,5202.0,-367.0
2025-04-30 09:31:10,5201.8,-369.6
2025-04-30 09:31:11,5201.0,-374.0
2025-04-30 09:31:12,5200.8,-374.0
2025-04-30 09:31:13,5203.6,-354.4
2025-04-30 09:31:14,5204.0,-351.0
2025-04-30 09:31:15,5202.8,-368.4
2025-04-30 09:31:16,5195.6,-418.8
2025-04-30 09:31:17,5195.6,-406.8
2025-04-30 09:31:18,5243.8,-43.2
2025-04-30 09:31:19,5250.0,-7.8
2025-04-30 09:31:20,5252.6,0.0
2025-04-30 09:31:21,5254.0,0.0
